PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
25,1,1,"Young, Miss. Marie Grice",male,32.74,0,0,PC 17757,64.7058,,S
26,1,2,"Barber, Miss. Ellen ""Nellie""",male,57.16,0,0,S.O.C. 14879,39.6302,,S
27,0,1,"Hewlett, Mrs. (Mary D Kingcome) ",female,24.65,0,0,W./C. 6608,12.4949,,S
28,0,3,"Allum, Mr. Owen George",male,20.16,0,0,7534,9.8969,,S
29,0,2,"Lovell, Mr. John Hall (""Henry"")",male,21.52,0,0,367232,13.0524,,S
30,0,2,"Sage, Mr. Frederick",male,27.78,0,0,CA. 2343,26.9866,,S
31,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,51.17,0,0,28403,9.2214,,S
32,0,2,"Chip, Mr. Chang",male,65.24,0,0,113792,9.8151,,S
33,1,1,"Beane, Mr. Edward",male,37.12,0,0,C.A. 31921,21.4136,,S
34,0,3,"Jensen, Mr. Svend Lauritz",male,18.52,0,0,1601,10.3401,,S
35,0,2,"Gaskell, Mr. Alfred",male,48.79,0,0,239865,21.6668,,S
36,0,2,"Lefebre, Miss. Mathilde",male,30.42,0,0,4133,12.9169,,S
37,0,3,"McNamee, Mr. Neal",male,48.27,0,0,1601,17.7567,,S
38,0,2,"Mellors, Mr. William John",male,15.68,0,0,2659,9.4214,,S
39,0,3,"Goodwin, Miss. Lillian Amy",female,7.43,1,1,347088,25.4295,,S
40,0,3,"Moen, Mr. Sigurd Hansen",male,29.49,0,0,CA. 2343,7.3684,,S
41,1,1,"Herman, Mrs. Samuel (Jane Laver)",female,22.78,1,1,C.A. 34651,36.2951,,S
42,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",male,24.4,0,0,3101278,7.7194,,S
43,1,1,"Lahtinen, Mrs. William (Anna Sylfven)",male,21.83,0,0,S.O.C. 14879,32.5039,,S
44,1,1,"Behr, Mr. Karl Howell",male,31.08,0,0,PC 17757,44.7125,,S
45,0,1,"Goodwin, Master. Harold Victor",male,10.23,1,1,CA 2144,24.7846,,S
46,0,2,"Troutt, Miss. Edwina Celia ""Winnie""",male,19.23,0,0,P/PP 3381,13.8318,,S
47,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,29.94,0,0,PC 17757,66.8136,,S
48,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,37.91,0,0,S.O.C. 14879,6.8652,,S
49,0,1,"Cairns, Mr. Alexander",male,33.78,0,0,S.O.C. 14879,27.5812,,S
50,0,3,"Backstrom, Mr. Karl Alfred",male,24.43,0,0,3101278,10.8504,,S
51,0,3,"Johnson, Mr. Alfred",male,31.46,0,0,LINE,4.961,,S
52,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,20.8,0,0,S.O.C. 14879,11.3749,,S
53,0,1,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",male,27.21,0,0,239865,24.6051,,S
54,0,3,"Peter, Mrs. Catherine (Catherine Rizk)",male,28.9,1,0,CA. 2343,24.18,,S
55,0,2,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,10.02,0,1,347088,30.578,,S
56,0,2,"Tobin, Mr. Roger",male,29.6,0,0,1601,5.2528,,S
57,0,3,"Leonard, Mr. Lionel",male,28.74,0,0,LINE,4.3029,,S
58,0,3,"Albimona, Mr. Nassef Cassem",male,28.84,0,0,367230,17.27,,S
59,1,2,"Richards, Mrs. Sidney (Emily Hocking)",male,19.45,0,0,2666,15.6744,,S
60,1,1,"Hoyt, Mr. William Fisher",male,31.18,0,0,110465,46.2576,,S
61,0,3,"Maenpaa, Mr. Matti Alexanteri",male,21.45,0,0,LINE,7.5565,,S
62,0,3,"Lovell, Mr. John Hall (""Henry"")",male,28.48,0,0,343276,6.9714,,S
63,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",male,50.95,0,0,1601,20.6402,,S
64,0,3,"Panula, Mr. Ernesti Arvid",male,19.41,0,0,CA. 2343,23.7357,,S
65,0,3,"Peter, Mrs. Catherine (Catherine Rizk)",male,29.96,0,0,CA. 2343,31.2134,,S
66,0,2,"Davies, Mr. Alfred J",male,16.31,0,0,A/4 48871,17.951,,S
67,0,3,"Balkic, Mr. Cerin",male,29.73,0,0,349248,11.7353,,S
68,0,1,"Crosby, Capt. Edward Gifford",male,24.71,0,0,S.O.C. 14879,30.2873,,S
69,0,2,"Moraweck, Dr. Ernest",male,20.61,0,0,S.O.C. 14879,10.9577,,S
70,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,43.61,0,0,S.O.C. 14879,14.8009,,S
71,0,2,"McEvoy, Mr. Michael",male,,0,0,36568,11.0435,,S
72,0,3,"Turja, Miss. Anna Sofia",male,17.61,0,0,4133,7.9439,,S
73,0,2,"Hagland, Mr. Ingvald Olai Olsen",male,29.59,0,0,358585,7.2946,,S
74,0,3,"Lindqvist, Mr. Eino William",male,19.95,0,0,349237,11.9225,,S
75,0,3,"Gustafsson, Mr. Karl Gideon",male,29.65,0,0,347069,8.388,,S
76,0,2,"Sage, Mr. Frederick",male,29.5,1,2,CA. 2343,28.0629,,S
77,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239853,6.6481,,S
78,0,2,"Richards, Mrs. Sidney (Emily Hocking)",male,19.68,0,0,W./C. 6608,16.5193,,S
79,0,3,"Lester, Mr. James",male,19.52,0,0,1601,7.5154,,S
80,0,3,"Jardin, Mr. Jose Neto",male,28.99,0,0,LINE,6.9905,,S
81,0,3,"Klasen, Mr. Klas Albin",male,20.85,0,1,382652,12.1157,,S
82,0,2,"Bing, Mr. Lee",male,27.93,0,0,239865,22.0107,,S
83,0,3,"Goodwin, Miss. Lillian Amy",female,10.06,1,1,347088,36.7929,,S
84,0,1,"Brown, Mr. Thomas William Solomon",male,27.42,0,1,C.A. 34651,28.267,,S
85,0,1,"Troutt, Miss. Edwina Celia ""Winnie""",male,35.1,0,0,C.A. 31921,34.9463,,S
86,0,2,"Moussa, Mrs. (Mantoura Boulos)",male,,0,0,370365,9.0508,,S
87,0,3,"Bowen, Mr. David John ""Dai""",male,21.05,0,0,54636,6.2497,,S
88,0,3,"Tomlin, Mr. Ernest Portage",male,31.15,0,0,7267,11.5347,,S
89,0,3,"Yasbeck, Mr. Antoni",male,23.6,0,0,STON/O2. 3101279,12.0683,,S
90,0,3,"Johnson, Mr. William Cahoone Jr",male,30.06,0,0,1601,6.8026,,S
91,1,1,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.53,1,0,113781,24.4018,,S
92,0,1,"Klaber, Mr. Herman",male,29.39,0,0,1601,24.0037,,S
93,1,2,"Smith, Miss. Marion Elsie",male,17.71,0,0,S.O.C. 14879,17.1382,,S
94,0,2,"Leonard, Mr. Lionel",male,,0,0,LINE,7.0191,,S
95,0,2,"van Billiard, Mr. Austin Blyler",female,18.81,0,1,347088,10.8515,,S
96,0,2,"Olsen, Mr. Henry Margido",male,26.65,0,0,28403,9.1313,,S
97,0,2,"Mellors, Mr. William John",male,17.13,0,0,7534,14.8201,,S
98,1,2,"Thorne, Mrs. Gertrude Maybelle",male,40.78,0,0,S.O.C. 14879,34.57,,S
99,0,3,"Connaghton, Mr. Michael",male,30.89,0,0,367232,11.3286,,S
100,0,2,"Brown, Mr. Thomas William Solomon",male,49.62,0,0,1601,18.4709,,S
101,0,3,"Osman, Mrs. Mara",male,21.79,0,0,3101278,8.0097,,S
102,0,3,"Panula, Mr. Ernesti Arvid",male,16.01,0,0,CA. 2343,28.7151,,S
103,0,3,"Cribb, Mr. John Hatfield",male,28.35,0,0,1601,24.916,,S
104,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,23.34,0,1,W./C. 6608,9.4704,,S
105,0,3,"Odahl, Mr. Nils Martin",male,20.95,0,0,345767,7.3715,,S
106,0,3,"Henry, Miss. Delia",male,,0,0,371110,9.6759,,S
107,0,3,"Lundahl, Mr. Johan Svensson",male,22.65,0,0,LINE,7.7557,,S
108,0,3,"Jardin, Mr. Jose Neto",male,,0,0,358585,9.8592,,S
109,0,3,"Hassan, Mr. Houssein G N",male,20.66,0,0,S.O.C. 14879,22.5471,,S
110,0,3,"Sedgwick, Mr. Charles Frederick Waddington",male,24.88,0,0,3101278,8.9056,,S
111,0,3,"Berriman, Mr. William John",male,16.19,0,0,367230,9.6313,,S
112,0,3,"Jardin, Mr. Jose Neto",male,29.96,0,0,LINE,9.4694,,S
113,0,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",male,21.03,0,0,4133,8.2846,,S
114,1,2,"Baumann, Mr. John D",female,23.74,0,0,S.O.C. 14879,16.4309,,S
115,0,3,"Andersson, Master. Sigvard Harald Elias",female,1.49,0,1,347082,28.4786,,S
116,0,3,"Ling, Mr. Lee",male,,0,0,371110,8.2801,,S
117,0,2,"Zabour, Miss. Hileni",male,18.8,0,0,4133,34.8752,,S
118,1,2,"Nye, Mrs. (Elizabeth Ramell)",female,16.97,0,0,248727,11.9059,,S
119,0,3,"Bourke, Miss. Mary",male,29.53,0,0,358585,9.637,,S
120,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",male,0.42,1,1,3101295,24.2093,,S
121,0,3,"Fynney, Mr. Joseph J",male,28.2,0,0,1601,60.6769,,S
122,0,2,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",male,25.64,0,0,W./C. 6608,6.2116,,S
123,0,2,"Fynney, Mr. Joseph J",male,28.59,0,0,1601,19.8323,,S
124,0,3,"van Billiard, Mr. Austin Blyler",female,7.03,0,1,347088,10.2062,,S
125,0,3,"Klasen, Mr. Klas Albin",female,29.95,1,1,CA. 2343,9.6128,,S
126,0,2,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",male,17.3,0,0,349909,5.648,,S
127,1,1,"Carrau, Mr. Francisco M",male,33.0,0,0,PC 17760,61.8285,,S
128,0,3,"Bowen, Mr. David John ""Dai""",male,18.29,0,0,54636,9.7639,,S
129,0,2,"Renouf, Mr. Peter Henry",male,24.06,0,0,1601,21.1414,,S
130,0,3,"Johanson, Mr. Jakob Alfred",male,16.9,0,0,1601,5.2698,,S
131,0,3,"Berriman, Mr. William John",male,17.14,0,0,347088,10.8283,,S
132,0,3,"Sage, Master. Thomas Henry",male,28.52,0,0,CA. 2343,34.8654,,S
133,0,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,29.63,0,0,370365,11.6213,,S
134,0,1,"Long, Mr. Milton Clyde",male,28.48,0,0,113501,30.8783,,S
135,0,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",male,20.62,0,0,S.O.C. 14879,31.1557,,S
136,0,3,"Johnson, Mr. Alfred",male,,0,0,LINE,9.5574,,S
137,0,3,"Johnson, Mr. William Cahoone Jr",male,28.18,0,0,1601,6.0127,,S
138,1,1,"Brewe, Dr. Arthur Jackson",female,31.03,0,0,S.O.C. 14879,13.7791,,S
139,0,3,"Zabour, Miss. Hileni",male,29.42,0,0,1601,26.5766,,S
140,0,3,"Olsen, Mr. Henry Margido",male,24.82,0,0,C 4001,6.9929,,S
141,0,2,"Olsen, Mr. Ole Martin",male,27.58,0,0,358585,6.6782,,S
142,1,1,"Brewe, Dr. Arthur Jackson",male,54.08,0,0,S.O.C. 14879,19.6922,,S
143,0,3,"Samaan, Mr. Youssef",male,,0,0,371110,7.0239,,S
144,0,3,"Petroff, Mr. Nedelio",male,19.3,0,0,3101264,6.3151,,S
145,0,2,"Coleff, Mr. Satio",male,30.7,0,0,LINE,9.0304,,S
146,0,3,"Osman, Mrs. Mara",male,30.22,0,0,358585,9.6836,,S
147,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",male,23.75,0,0,1601,6.969,,S
148,0,2,"Cameron, Miss. Clear Annie",male,42.18,0,0,S.O.C. 14879,24.6646,,S
149,0,3,"Mineff, Mr. Ivan",male,23.96,0,0,345767,6.8911,,S
150,0,3,"Johnson, Mr. Alfred",male,24.79,0,0,LINE,3.0518,,S
151,0,3,"Kirkland, Rev. Charles Leonard",male,26.33,0,0,S.O.C. 14879,8.7957,,S
152,0,2,"Rosblom, Mr. Viktor Richard",male,14.5,0,0,349909,21.0582,,S
153,0,3,"Johnson, Mr. Malkolm Joackim",male,23.34,0,0,SOTON/O.Q. 3101307,3.5837,,S
154,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,30.4,0,0,1601,3.1587,,S
155,1,2,"Laroche, Miss. Simonne Marie Anne Andree",female,23.22,0,0,S.C./PARIS 2079,24.7932,,S
156,0,2,"Davies, Mr. Charles Henry",male,28.99,0,0,239865,6.1602,,S
157,0,3,"Sage, Mr. Frederick",male,28.44,1,0,CA. 2343,33.04,,S
158,0,3,"McEvoy, Mr. Michael",male,29.08,0,0,A/5 21173,11.2098,,S
159,0,3,"Dimic, Mr. Jovan",male,22.6,0,0,LINE,8.7221,,S
160,0,2,"Lester, Mr. James",male,17.35,0,0,1601,6.1173,,S
161,0,2,"Cameron, Miss. Clear Annie",male,36.26,0,0,S.O.C. 14879,25.2374,,S
162,1,1,"Ford, Miss. Robina Maggie ""Ruby""",female,21.45,0,0,W./C. 6608,7.8182,,S
163,0,2,"Berriman, Mr. William John",male,16.56,0,0,7534,5.0792,,S
164,0,1,"Yrois, Miss. Henriette (""Mrs Harbeck"")",male,37.75,0,0,248747,7.4222,,S
165,0,2,"Gill, Mr. John William",male,20.83,0,0,C.A. 29566,6.8749,,S
166,0,3,"Leonard, Mr. Lionel",male,30.25,0,0,LINE,2.9,,S
167,0,2,"Turja, Miss. Anna Sofia",male,19.61,0,0,347080,10.6182,,S
168,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,20.59,0,0,S.O.C. 14879,25.2881,,S
169,0,2,"Calic, Mr. Petar",male,27.93,0,0,A/5. 10482,8.1146,,S
170,1,2,"Navratil, Master. Michel M",female,5.39,0,0,230080,33.3214,,S
171,0,1,"McNamee, Mr. Neal",male,22.98,0,0,1601,5.3005,,S
172,0,3,"Samaan, Mr. Youssef",male,,0,0,1601,8.4562,,S
173,0,2,"Ford, Mrs. Edward (Margaret Ann Watson)",male,23.44,0,0,S.O.C. 14879,14.9691,,S
174,0,2,"Ling, Mr. Lee",male,29.06,0,0,1601,13.4397,,S
175,0,2,"Moraweck, Dr. Ernest",male,49.45,0,0,S.O.C. 14879,9.196,,S
176,0,2,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",male,18.68,0,0,347088,10.1539,,S
177,1,1,"Frolicher, Miss. Hedwig Margaritha",female,16.84,0,1,113781,77.6656,,S
178,1,1,"Taussig, Miss. Ruth",female,19.99,0,0,PC 17757,66.1663,,S
179,0,2,"Ford, Mrs. Edward (Margaret Ann Watson)",male,24.67,0,0,S.O.C. 14879,6.573,,S
180,1,2,"Sage, Master. Thomas Henry",female,21.01,1,0,CA. 2343,21.5076,,S
181,0,3,"Panula, Mr. Jaako Arnold",male,0.86,3,0,382652,7.3278,,S
182,0,2,"Kelly, Mr. James",male,18.11,0,0,1601,7.9397,,S
183,0,2,"Lindell, Mr. Edvard Bengtsson",male,29.88,0,0,1601,6.0237,,S
184,0,2,"Lefebre, Miss. Mathilde",male,30.46,0,0,4133,21.8518,,S
185,0,3,"Vander Planke, Mr. Leo Edmondus",male,15.41,0,0,1601,5.9059,,S
186,0,1,"Williams, Mr. Leslie",male,18.99,0,0,54636,11.2626,,S
187,0,3,"Coelho, Mr. Domingos Fernandeo",male,28.41,0,0,343276,12.6189,,S
188,0,1,"Hewlett, Mrs. (Mary D Kingcome) ",male,51.77,0,0,S.O.C. 14879,14.2894,,S
189,0,3,"Klasen, Mr. Klas Albin",male,28.05,0,0,4133,8.3811,,S
190,1,1,"Newell, Miss. Madeleine",female,40.6,0,0,PC 17761,38.7773,,S
191,0,3,"Rosblom, Mr. Viktor Richard",male,20.06,0,0,363291,23.9179,,S
192,0,2,"Brown, Mr. Thomas William Solomon",male,23.18,0,0,S.O.C. 14879,18.8284,,S
193,0,1,"Smith, Mr. Richard William",male,28.67,0,0,1601,28.7674,,S
194,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,24.05,0,0,W./C. 6608,10.8615,,S
195,0,3,"Mineff, Mr. Ivan",male,25.19,0,0,7267,11.8059,,S
196,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,37.97,0,0,S.O.C. 14879,21.7221,,S
197,0,2,"Hakkarainen, Mr. Pekka Pietari",male,24.43,0,0,STON/O2. 3101279,7.7441,,S
198,1,3,"Goodwin, Miss. Lillian Amy",female,5.93,1,1,347088,22.9974,,S
199,0,2,"McCoy, Miss. Agnes",male,,0,0,370365,7.8452,,S
200,1,1,"Hewlett, Mrs. (Mary D Kingcome) ",male,24.34,0,0,S.O.C. 14879,13.5828,,S
201,0,2,"Albimona, Mr. Nassef Cassem",male,19.01,0,0,347080,10.536,,S
202,0,2,"Davies, Master. John Morgan Jr",male,40.23,0,0,363291,25.223,,S
203,0,3,"Elias, Mr. Joseph Jr",male,20.77,0,0,CA. 2343,20.1182,,S
204,0,3,"Novel, Mr. Mansouer",male,29.41,0,0,358585,6.3449,,S
205,0,2,"Hassan, Mr. Houssein G N",male,17.53,0,0,1601,8.2672,,S
206,0,3,"Lefebre, Miss. Mathilde",male,29.96,0,0,4133,25.0994,,S
207,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,29.18,0,0,1601,6.6854,,S
208,0,3,"McEvoy, Mr. Michael",male,19.76,0,0,54636,7.1615,,S
209,0,2,"O'Brien, Mr. Thomas",male,29.45,0,0,1601,26.1422,,S
210,0,3,"Harris, Mr. Walter",male,21.3,0,0,S.O./P.P. 3,10.3842,,S
211,0,1,"Butt, Major. Archibald Willingham",male,28.17,0,0,113806,10.3947,,S
212,0,2,"Hakkarainen, Mr. Pekka Pietari",male,26.02,0,0,2627,13.4397,,S
213,1,2,"Lahtinen, Mrs. William (Anna Sylfven)",male,21.26,0,0,S.O.C. 14879,26.6971,,S
214,0,1,"Holverson, Mr. Alexander Oskar",male,40.19,0,0,13507,69.7954,,S
215,0,1,"Lahtinen, Mrs. William (Anna Sylfven)",male,23.26,0,0,W./C. 6608,32.2144,,S
216,0,2,"Hewlett, Mrs. (Mary D Kingcome) ",male,26.4,0,0,W./C. 6608,9.5178,,S
217,0,2,"McMahon, Mr. Martin",male,,0,0,371110,7.1527,,S
218,0,2,"Fynney, Mr. Joseph J",male,,0,0,1601,59.3287,,S
219,0,3,"Arnold-Franchi, Mr. Josef",male,21.3,0,0,2627,16.3959,,S
220,0,2,"Patchett, Mr. George",male,17.71,0,0,7534,8.7987,,S
221,0,2,"Pain, Dr. Alfred",male,22.82,0,0,7534,6.4762,,S
222,0,2,"van Billiard, Mr. Austin Blyler",male,19.11,0,0,347088,11.5301,,S
223,0,2,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",male,30.03,0,0,347088,10.4821,,S
224,0,2,"Levy, Mr. Rene Jacques",male,56.21,0,0,S.O.C. 14879,12.3583,,S
225,0,3,"Bailey, Mr. Percy Andrew",male,19.59,0,0,349237,12.0281,,S
226,0,3,"Rouse, Mr. Richard Henry",male,21.02,0,0,7534,11.4953,,S
227,0,2,"Hood, Mr. Ambrose Jr",male,22.82,0,0,S.O.C. 14879,9.9098,,S
228,0,3,"Lefebre, Miss. Mathilde",male,24.93,0,0,4133,12.8106,,S
229,1,2,"Meyer, Mr. Edgar Joseph",male,48.15,0,0,P/PP 3381,17.9001,,S
230,0,2,"McNamee, Mr. Neal",male,46.78,0,0,1601,16.3045,,S
231,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,30.62,0,0,S.O.C. 14879,8.8636,,S
232,1,2,"Becker, Master. Richard F",female,30.25,0,0,F.C.C. 13529,26.7438,,S
233,0,2,"Hold, Mr. Stephen",male,61.32,0,0,S.O.C. 14879,25.1977,,S
234,0,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",male,28.22,0,0,3101278,10.7954,,S
235,0,3,"O'Brien, Mr. Timothy",male,,0,0,365226,5.3717,,S
236,0,2,"Richards, Master. William Rowe",male,8.04,1,1,CA 2144,25.959,,S
237,0,2,"Hampe, Mr. Leon",male,20.8,0,0,345769,10.2743,,S
238,0,2,"Milling, Mr. Jacob Christian",male,20.16,0,0,S.O.C. 14879,13.8879,,S
239,0,2,"Arnold-Franchi, Mr. Josef",male,18.67,0,0,2659,15.7908,,S
240,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",female,19.19,0,0,248727,17.3323,,S
241,0,2,"Sage, Master. Thomas Henry",male,23.01,0,0,4133,9.5016,,S
242,0,2,"Mellors, Mr. William John",male,18.64,0,0,S.O.C. 14879,14.3982,,S
243,0,3,"Berriman, Mr. William John",male,17.64,0,0,367230,12.8777,,S
244,0,3,"Hakkarainen, Mr. Pekka Pietari",male,20.09,0,0,2627,9.8934,,S
245,0,2,"Levy, Mr. Rene Jacques",male,24.17,0,0,S.O.C. 14879,25.5667,,S
246,0,3,"Persson, Mr. Ernst Ulrik",male,24.0,0,0,S.O.C. 14879,10.9482,,S
247,0,2,"McCoy, Miss. Agnes",male,28.65,0,0,4133,11.2845,,S
248,0,2,"Milling, Mr. Jacob Christian",male,21.38,0,0,S.O.C. 14879,11.3756,,S
249,0,2,"Cribb, Mr. John Hatfield",male,17.49,0,0,CA. 2343,20.951,,S
250,0,3,"Petterson, Mr. Johan Emil",male,21.82,0,0,350025,5.0763,,S
251,0,3,"Sage, Mr. Frederick",female,29.81,1,2,CA. 2343,24.6974,,S
252,1,1,"Caldwell, Master. Alden Gates",female,21.62,0,0,230080,25.281,,S
253,1,1,"LeRoy, Miss. Bertha",female,21.53,0,0,17421,27.7839,,S
254,0,3,"Jussila, Miss. Katriina",male,1.37,3,1,382652,26.4045,,S
255,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,371110,10.7829,,S
256,0,3,"Palsson, Master. Gosta Leonard",male,6.56,0,0,347088,29.0345,,S
257,0,3,"Klasen, Mr. Klas Albin",male,17.65,0,0,347088,9.3587,,S
258,0,2,"Chapman, Mr. John Henry",male,30.42,0,0,239865,8.4751,,S
259,1,1,"Mallet, Mr. Albert",female,31.27,0,0,S.C./PARIS 2079,13.9648,,S
260,1,3,"Trout, Mrs. William H (Jessie L)",male,13.09,0,0,11668,8.6912,,S
261,0,2,"McCoy, Mr. Bernard",male,,0,0,1601,9.5256,,S
262,0,3,"Cor, Mr. Liudevit",male,16.75,0,0,347074,12.5149,,S
263,0,3,"Johnson, Mr. Alfred",male,29.59,0,0,LINE,8.9631,,S
264,0,2,"Moen, Mr. Sigurd Hansen",male,29.18,0,0,1601,10.7302,,S
265,0,3,"Johnson, Mr. Alfred",male,29.58,0,0,1601,7.0127,,S
266,0,3,"Balkic, Mr. Cerin",male,,0,0,349248,9.0762,,S
267,0,2,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",male,23.13,0,0,28403,9.8461,,S
268,0,3,"Kink, Mr. Vincenz",male,23.69,0,0,3101278,12.1357,,S
269,0,2,"Milling, Mr. Jacob Christian",male,18.07,0,0,S.O.C. 14879,10.9773,,S
270,0,3,"Berriman, Mr. William John",male,15.33,0,0,2651,7.9757,,S
271,0,2,"Farrell, Mr. James",male,29.89,0,0,LINE,9.7633,,S
272,1,2,"Becker, Master. Richard F",female,18.33,0,0,17421,12.4053,,S
273,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,23.73,0,0,S.O.C. 14879,10.9859,,S
274,0,2,"Keane, Miss. Nora A",male,,0,0,1601,9.6146,,S
275,0,1,"McGough, Mr. James Robert",male,52.51,0,0,113789,25.8096,,S
276,0,3,"Berglund, Mr. Karl Ivar Sven",male,21.38,0,0,2627,14.3062,,S
277,0,2,"Pernot, Mr. Rene",male,22.66,0,0,2627,12.9466,,S
278,0,3,"Arnold-Franchi, Mr. Josef",male,26.25,0,0,STON/O2. 3101279,11.0752,,S
279,0,3,"Connaghton, Mr. Michael",male,30.39,0,0,STON/O 2. 3101275,9.7172,,S
280,0,3,"McMahon, Mr. Martin",male,,0,0,1601,10.0851,,S
281,0,2,"Lewy, Mr. Ervin G",male,20.81,0,0,239865,31.4749,,S
282,0,2,"Cameron, Miss. Clear Annie",male,33.71,0,0,S.O.C. 14879,24.6325,,S
283,0,2,"Fahlstrom, Mr. Arne Jonas",male,17.73,0,0,54636,12.4856,,S
284,0,2,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",male,31.45,0,0,1601,19.0206,,S
285,0,2,"Hoyt, Mr. William Fisher",male,30.75,0,0,S.O.C. 14879,15.2033,,S
286,0,2,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",male,27.63,0,0,113807,25.2056,,S
287,0,2,"Harknett, Miss. Alice Phoebe",male,,0,0,370365,9.282,,S
288,0,1,"Troutt, Miss. Edwina Celia ""Winnie""",male,21.93,0,0,2699,13.1009,,S
289,0,2,"Lennon, Mr. Denis",male,29.6,0,0,2627,9.0838,,S
290,0,2,"Lefebre, Master. Henry Forbes",male,14.89,0,0,4133,3.7812,,S
291,0,2,"Vestrom, Miss. Hulda Amanda Adolfina",male,18.42,0,0,345764,6.9212,,S
292,0,3,"Fynney, Mr. Joseph J",male,31.24,0,0,1601,20.1698,,S
