PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
99,1,3,"Minahan, Miss. Daisy E",male,28.08,0,0,17453,32.3187,,Q
100,1,1,"Marechal, Mr. Pierre",male,28.94,0,0,17421,23.3641,F E69,C
101,1,1,"Taussig, Miss. Ruth",male,26.41,0,0,3101295,26.9602,,S
102,1,1,"Christmann, Mr. Emil",male,24.18,0,0,17421,1.1737,,S
103,0,2,"Cardeza, Mr. Thomas Drake Martinez",female,,0,0,392096,3.8859,D7,C
104,1,3,"Brown, Miss. Amelia ""Mildred""",male,,1,0,236853,68.3466,F G73,S
105,0,1,"Harper, Mr. Henry Sleeper",female,29.65,0,0,PC 17595,18.3138,E49,S
106,1,1,"Sutton, Mr. Frederick",male,37.77,1,0,349231,136.1644,F33,S
107,0,3,"Cairns, Mr. Alexander",female,27.31,2,0,113572,88.9678,E101,S
108,0,1,"Andrews, Miss. Kornelia Theodosia",female,,0,0,113572,13.9452,,S
109,1,1,"Murphy, Miss. Margaret Jane",female,,1,0,3411,70.5301,F33,S
110,1,1,"Andersson, Miss. Ingeborg Constanzia",female,,1,0,17464,14.5724,D15,S
111,0,1,"Givard, Mr. Hans Kristensen",male,29.23,0,0,PC 17593,64.053,B22,Q
112,0,3,"Brown, Mrs. James Joseph (Margaret Tobin)",male,20.14,0,0,19996,57.7193,,S
113,0,1,"Hays, Miss. Margaret Bechstein",male,60.98,4,0,3101295,73.2767,,S
114,0,3,"Holverson, Mr. Alexander Oskar",male,28.05,4,0,330931,25.7845,B41,Q
115,0,2,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,28.43,0,0,370365,25.5844,,S
116,0,1,"Kilgannon, Mr. Thomas J",female,30.12,1,0,2650,13.6061,,S
117,0,3,"Moran, Mr. James",female,28.48,1,0,392096,28.6093,A16,Q
118,1,2,"Cor, Mr. Liudevit",female,38.45,0,0,110152,175.2483,,S
119,0,2,"Rosblom, Mr. Viktor Richard",female,30.49,0,0,250651,79.2051,,S
120,0,2,"Gustafsson, Mr. Johan Birger",male,,0,0,PC 17569,12.2342,,S
121,0,2,"Cacic, Miss. Marija",female,30.15,0,0,330931,213.1173,,S
122,1,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,,0,0,36209,42.0852,B49,S
123,0,3,"Silvey, Mrs. William Baird (Alice Munger)",female,,1,2,13568,72.0375,,S
124,1,3,"Gill, Mr. John William",female,26.28,0,0,230080,64.5349,,S
125,1,3,"Sirayanian, Mr. Orsen",female,43.76,1,0,PC 17595,35.9791,,C
126,0,2,"Leyson, Mr. Robert William Norman",female,49.73,0,1,226593,11.8183,C92,
127,1,2,"Svensson, Mr. Olof",female,30.01,0,0,A/5 21172,126.2302,,S
128,0,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,,1,0,2661,9.8534,,S
129,0,3,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,14.48,4,0,A/5. 3336,11.2899,E49,C
130,0,1,"Lobb, Mr. William Arthur",male,,0,0,11769,21.9944,,S
131,0,2,"Samaan, Mr. Youssef",female,60.54,0,0,PC 17609,35.7881,,S
132,1,1,"Tomlin, Mr. Ernest Portage",male,,1,0,364516,12.2641,,S
133,1,2,"Lehmann, Miss. Bertha",male,,0,0,SC/AH Basle 541,4.0844,C50,S
134,1,1,"Foreman, Mr. Benjamin Laventall",female,,0,0,36928,212.9468,,S
135,0,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",male,,0,0,2666,9.7785,,S
136,1,1,"Walker, Mr. William Anderson",female,46.87,0,0,PP 9549,13.1773,,S
137,0,1,"Blank, Mr. Henry",female,32.72,0,0,348121,9.905,,S
138,0,1,"Gustafsson, Mr. Alfred Ossian",female,,0,0,PC 17608,177.1882,,S
139,1,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,29.85,0,0,367232,29.1762,,S
140,0,1,"Sinkkonen, Miss. Anna",female,,0,2,220845,27.6963,C78,S
141,0,3,"West, Mr. Edwy Arthur",female,17.72,0,0,F.C.C. 13529,20.4069,,C
142,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,40.25,0,0,PC 17477,13.6375,,C
143,1,1,"Turcin, Mr. Stjepan",male,,1,0,113783,68.1955,,
144,1,3,"Landergren, Miss. Aurora Adelia",female,,0,0,364848,6.5142,,Q
145,1,1,"Asplund, Master. Clarence Gustaf Hugo",female,33.6,0,0,347082,19.4683,,S
146,1,2,"Johansson, Mr. Erik",female,38.07,3,0,349254,137.0177,,S
147,1,2,"Fortune, Miss. Alice Elizabeth",male,34.06,0,0,SO/C 14885,22.446,,S
148,1,2,"Cairns, Mr. Alexander",female,32.94,1,1,28134,177.2465,,S
149,0,1,"Strom, Miss. Telma Matilda",female,8.43,0,0,PC 17569,10.9663,,S
150,0,2,"Banfield, Mr. Frederick James",female,49.07,1,0,347464,180.1082,C99,C
151,1,3,"Perreault, Miss. Anne",male,29.21,0,0,W./C. 6607,48.1889,,Q
152,1,1,"Lindblom, Miss. Augusta Charlotta",male,,1,0,PC 17582,23.9166,,S
153,0,2,"Tikkanen, Mr. Juho",male,49.47,1,0,228414,10.8046,D33,S
154,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,,1,0,382652,8.9895,E58,S
155,0,1,"Penasco y Castellana, Mr. Victor de Satode",female,28.7,1,0,347076,14.051,D15,S
156,1,2,"Peter, Miss. Anna",female,,0,0,239865,15.7039,D7,S
157,1,1,"Marechal, Mr. Pierre",female,,0,0,348121,31.127,B102,Q
158,1,1,"McEvoy, Mr. Michael",male,,5,0,SOTON/O.Q. 392078,20.342,,S
159,1,1,"Duane, Mr. Frank",female,27.45,0,0,11813,275.3362,,S
160,0,2,"Johnson, Mr. William Cahoone Jr",female,17.63,0,0,PC 17572,37.2179,,S
161,1,1,"Rouse, Mr. Richard Henry",female,28.01,0,0,364849,12.1503,,S
162,1,1,"Farrell, Mr. James",male,57.26,0,1,350029,70.0691,,Q
163,1,1,"Matthews, Mr. William John",male,19.95,0,0,4135,15.332,,S
164,0,2,"Bourke, Mrs. John (Catherine)",male,,0,0,C.A. 31921,29.5713,,Q
165,1,1,"Burke, Mr. Jeremiah",female,,0,0,364849,10.113,,Q
166,1,1,"Smith, Mr. Thomas",female,22.48,0,1,349251,98.4705,D10 D12,S
167,1,1,"Cardeza, Mr. Thomas Drake Martinez",female,51.58,0,0,364849,36.8946,,S
168,0,1,"Andersson, Mr. Anders Johan",male,38.54,0,0,CA. 2343,8.2321,,S
169,0,1,"Bengtsson, Mr. John Viktor",male,26.03,0,0,LINE,81.7316,,S
170,1,2,"Harmer, Mr. Abraham (David Lishin)",female,,0,0,A/4 45380,12.0155,,S
171,1,1,"Gustafsson, Mr. Alfred Ossian",female,,0,0,16966,28.9282,D36,S
172,1,3,"Lemore, Mrs. (Amelia Milley)",male,36.46,0,0,11755,29.0475,D20,S
173,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,21.57,0,0,11967,13.0101,,S
174,1,1,"Johansson, Mr. Karl Johan",male,,0,0,PC 17569,48.2937,,S
175,0,1,"Yousif, Mr. Wazli",male,43.44,0,1,234604,14.5987,B4,C
176,1,2,"O'Brien, Mr. Thomas",male,18.85,1,0,9234,46.7172,A23,S
177,1,2,"Skoog, Mr. Wilhelm",male,30.16,0,0,17463,9.7354,,C
178,1,1,"Balkic, Mr. Cerin",female,29.12,1,0,349234,23.4821,E34,C
179,0,1,"Heikkinen, Miss. Laina",female,,0,0,244373,5.0692,,S
180,1,3,"Banfield, Mr. Frederick James",male,0.48,0,1,244310,6.7018,,S
181,1,3,"Ponesell, Mr. Martin",female,,1,0,392096,9.1349,B50,S
182,1,1,"Hoyt, Mr. William Fisher",female,,0,0,17453,7.279,,C
183,1,1,"Kelly, Mrs. Florence ""Fannie""",male,25.79,0,0,13502,9.7577,D21,
184,1,2,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,,0,0,113781,13.7184,,Q
185,1,2,"Burns, Miss. Elizabeth Margaret",male,17.5,0,0,382649,22.4832,,S
186,1,1,"Olsson, Mr. Nils Johan Goransson",female,,0,0,350050,10.5081,F33,S
187,0,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,,0,0,65304,234.2893,E101,C
188,0,3,"Waelens, Mr. Achille",male,,0,0,113050,30.3656,A5,Q
189,0,1,"Culumovic, Mr. Jeso",male,22.81,0,0,220845,30.7368,,Q
190,0,2,"Dean, Master. Bertram Vere",male,22.71,1,1,113776,67.7544,,S
191,1,1,"Yousif, Mr. Wazli",male,,0,0,7598,161.5117,C148,S
192,0,3,"Oreskovic, Mr. Luka",female,,4,0,27042,12.7151,B41,C
193,0,2,"Baclini, Miss. Eugenie",female,38.46,0,0,110152,24.6572,,S
194,0,2,"Braund, Mr. Owen Harris",female,37.16,0,2,17421,10.768,,C
195,1,2,"Fry, Mr. Richard",male,8.71,0,0,A/5. 10482,26.9298,D7,C
196,1,1,"Johansson, Mr. Erik",male,61.18,1,0,113792,28.8991,,S
197,1,1,"Svensson, Mr. Johan",female,,0,0,31027,21.0982,,S
198,0,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",male,18.16,0,0,PC 17758,31.591,C86,C
199,1,3,"McMahon, Mr. Martin",female,,0,0,A/4 48871,89.495,B30,C
200,1,1,"Harper, Miss. Annie Jessie ""Nina""",female,,0,0,WE/P 5735,14.2786,,S
201,1,3,"Laroche, Mr. Joseph Philippe Lemercier",female,,0,0,19943,121.1442,B4,C
202,0,1,"Sage, Miss. Dorothy Edith ""Dolly""",female,,0,0,349248,13.1572,A36,S
203,0,2,"Williams-Lambert, Mr. Fletcher Fellows",male,,1,0,PC 17477,5.0424,,S
204,0,1,"Goldschmidt, Mr. George B",male,22.56,1,0,349909,8.2883,,S
205,1,1,"Gustafsson, Mr. Alfred Ossian",female,24.27,1,2,233866,12.59,,Q
206,0,3,"O'Brien, Mr. Timothy",male,29.82,0,0,STON/O2. 3101279,9.8833,,S
207,1,2,"Butt, Major. Archibald Willingham",female,,0,0,19947,190.9455,,S
208,0,2,"Keane, Miss. Nora A",male,31.13,0,0,29011,20.5478,,S
209,1,2,"Beesley, Mr. Lawrence",male,,0,0,PC 17603,16.2921,,S
210,0,2,"Becker, Miss. Marion Louise",male,48.12,1,0,347061,9.6058,,S
211,0,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,,0,0,111361,74.4573,D7,S
212,0,1,"Danoff, Mr. Yoto",male,33.55,0,1,PC 17477,33.0471,,C
213,0,2,"Moran, Mr. James",female,21.03,0,0,111361,28.9039,,S
214,1,3,"Dahlberg, Miss. Gerda Ulrika",male,,2,0,230080,276.9728,B28,S
215,1,3,"Allison, Miss. Helen Loraine",female,,0,0,19996,12.9552,D11,S
216,0,1,"Rommetvedt, Mr. Knud Paust",male,,1,0,370365,40.5353,,S
217,0,2,"Doling, Mrs. John T (Ada Julia Bone)",male,24.05,1,0,WE/P 5735,7.3992,,S
218,0,1,"Davies, Mr. Alfred J",male,18.42,0,0,2661,10.9172,,S
219,0,2,"Sandstrom, Miss. Marguerite Rut",female,39.17,0,0,111428,6.9168,,Q
220,1,2,"Lam, Mr. Ali",male,25.14,0,0,19943,13.8603,B101,S
221,1,2,"Endres, Miss. Caroline Louise",male,,4,0,345764,39.2742,E121,S
222,0,1,"Cann, Mr. Ernest Charles",female,13.21,0,0,8471,12.4502,,S
223,1,1,"Glynn, Miss. Mary Agatha",female,,0,0,A/5. 3337,56.6617,,S
224,0,3,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,22.72,0,0,347077,10.7391,,S
225,1,3,"Somerton, Mr. Francis William",male,,0,0,PC 17611,8.2474,C2,C
226,0,3,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",male,35.27,0,0,371060,167.011,,S
227,1,2,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,71.73,0,0,PC 17755,13.3851,C78,S
228,1,1,"Ross, Mr. John Hugo",female,31.03,0,1,19877,17.7378,C92,S
229,1,2,"Kalvik, Mr. Johannes Halvorsen",male,,1,0,PC 17603,10.0175,B58 B60,S
230,0,1,"Wheadon, Mr. Edward H",female,,0,0,28665,10.9927,B57 B59 B63 B66,S
231,0,1,"Crosby, Capt. Edward Gifford",female,,0,0,PC 17757,3.1378,C85,
232,0,1,"Boulos, Mr. Hanna",male,,0,0,SOTON/OQ 392076,14.8406,F G73,S
233,0,3,"Stone, Mrs. George Nelson (Martha Evelyn)",female,29.02,0,0,3101295,9.2404,,S
234,0,2,"Goodwin, Mrs. Frederick (Augusta Tyler)",male,30.47,1,0,113028,66.9746,,S
235,0,3,"Hold, Mr. Stephen",male,40.29,0,0,13502,3.9149,E24,S
236,1,3,"Jonsson, Mr. Carl",female,,0,0,PC 17595,28.954,,S
237,1,2,"Carrau, Mr. Francisco M",female,54.87,0,0,STON/O2. 3101271,18.8514,,C
238,0,1,"Rice, Master. Eric",female,34.61,0,0,2685,20.738,,S
239,0,2,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",male,25.71,0,1,2651,9.432,,S
240,0,2,"Burns, Miss. Elizabeth Margaret",female,,0,3,29750,36.5248,F2,C
241,1,3,"Andersson, Miss. Sigrid Elisabeth",male,,0,0,2668,4.1797,,S
242,1,1,"Ponesell, Mr. Martin",female,,0,0,13049,26.7511,,S
243,0,1,"Kenyon, Mrs. Frederick R (Marion)",male,27.78,0,0,36928,12.7806,B3,S
244,1,3,"Colley, Mr. Edward Pomeroy",male,23.33,1,0,C.A. 31921,74.8987,,S
245,1,2,"Hawksford, Mr. Walter James",male,16.7,0,0,CA. 2343,93.2525,B22,S
246,1,3,"Kimball, Mr. Edwin Nelson Jr",male,19.3,0,0,29106,20.1327,,S
247,0,1,"Ostby, Mr. Engelhart Cornelius",female,53.84,0,0,PC 17572,10.6888,,S
248,1,2,"Stone, Mrs. George Nelson (Martha Evelyn)",female,,0,1,233866,11.3667,E38,C
249,1,3,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",male,,0,0,A/5 2466,7.8903,,S
250,0,1,"Bourke, Mrs. John (Catherine)",female,29.68,0,0,250651,15.8157,,S
251,0,1,"Harder, Mr. George Achilles",female,,0,0,7553,66.2083,C2,S
252,1,2,"Mudd, Mr. Thomas Charles",female,22.97,0,0,LINE,34.1715,,S
253,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",male,,0,2,3101265,12.4062,C70,S
254,0,1,"Sutton, Mr. Frederick",male,23.71,0,0,11767,14.315,,S
255,0,3,"Dick, Mrs. Albert Adrian (Vera Gillespie)",male,11.41,0,0,113572,23.2091,,S
256,0,1,"Persson, Mr. Ernst Ulrik",male,33.31,1,1,PC 17572,168.0353,C50,S
257,1,3,"Duran y More, Miss. Asuncion",female,29.17,6,4,370376,26.243,,S
258,0,2,"Baclini, Mrs. Solomon (Latifa Qurban)",female,38.7,1,0,347073,5.0846,,S
259,0,3,"Richards, Mrs. Sidney (Emily Hocking)",female,,1,0,374746,154.7651,D,S
260,1,3,"Charters, Mr. David",male,,7,0,SOTON/O.Q. 3101311,101.6828,B28,S
261,0,3,"Davis, Miss. Mary",male,25.97,0,0,113803,77.2182,,S
262,0,1,"Ryerson, Miss. Emily Borie",male,23.62,0,0,C.A. 37671,32.8461,,S
263,1,1,"Burns, Miss. Elizabeth Margaret",female,38.5,0,0,35273,24.3235,,S
264,0,3,"Stone, Mrs. George Nelson (Martha Evelyn)",female,0.42,0,1,347082,208.2788,C2,S
265,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,,0,0,29750,82.1336,,S
266,1,1,"Heininen, Miss. Wendla Maria",female,22.11,0,0,11767,13.4635,,S
267,0,1,"Hawksford, Mr. Walter James",male,2.5,1,0,336439,8.3991,,C
268,0,1,"Andersson, Miss. Ebba Iris Alfrida",female,29.38,0,0,248738,64.4344,,S
269,0,3,"Toomey, Miss. Ellen",female,,4,0,349254,68.1844,C78,S
270,1,2,"Andrew, Mr. Edgardo Samuel",female,,0,2,CA. 2343,116.6457,,S
271,1,2,"Carrau, Mr. Francisco M",male,23.66,0,0,PC 17759,21.8787,,S
272,0,1,"Petranec, Miss. Matilda",female,,0,0,370377,12.4396,,S
273,1,2,"Johnson, Mr. William Cahoone Jr",female,33.46,0,0,330980,11.7584,E17,C
274,0,1,"Goldsmith, Master. Frank John William ""Frankie""",female,,0,0,A/5 3536,39.396,,Q
275,0,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",male,61.53,1,0,PC 17755,20.5764,,S
276,0,2,"Chambers, Mr. Norman Campbell",male,24.03,1,0,350060,24.2645,,S
277,1,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,18.62,1,0,110152,9.2028,,S
278,0,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,63.59,0,0,334912,222.641,,C
279,1,1,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,,0,1,368323,13.192,,S
280,1,1,"Allen, Miss. Elisabeth Walton",male,,0,0,2680,33.3472,E44,S
281,0,1,"Lundahl, Mr. Johan Svensson",female,47.51,0,0,113050,29.4894,E10,C
282,1,1,"Asplund, Master. Clarence Gustaf Hugo",female,,0,0,SOTON/O2 3101287,9.2291,,S
283,1,1,"Goldschmidt, Mr. George B",female,27.91,1,0,PC 17572,31.6174,,S
284,1,1,"Newell, Miss. Marjorie",male,29.93,0,0,364849,65.152,D9,S
285,1,1,"Shellard, Mr. Frederick William",female,28.74,0,0,370365,171.1152,C86,Q
286,0,3,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,31.74,0,2,29108,22.3477,C50,S
287,0,2,"Pekoniemi, Mr. Edvard",male,18.3,1,0,4133,28.4548,,S
288,0,3,"Andersson, Miss. Erna Alexandra",male,,0,0,250653,6.7638,C83,S
289,1,3,"Milling, Mr. Jacob Christian",male,29.39,1,2,17421,236.7584,E36,S
290,0,1,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",male,,3,2,112053,88.376,,S
291,0,1,"Mitkoff, Mr. Mito",female,,0,0,3101277,17.1828,E101,S
292,0,3,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",male,49.78,0,0,219533,10.9289,,S
